GME,GME,GME,GME,GME,GME,GME,AMC,AMC,AMC,AMC,AMC,AMC,AMC,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,BBBY,BBBY,BBBY,BBBY,BBBY,BBBY,BBBY,HOOD,HOOD,HOOD,HOOD,HOOD,HOOD,HOOD,BB,BB,BB,BB,BB,BB,BB,PLTR,PLTR,PLTR,PLTR,PLTR,PLTR,PLTR,NOK,NOK,NOK,NOK,NOK,NOK,NOK,SPCE,SPCE,SPCE,SPCE,SPCE,SPCE,SPCE
open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap
160.47,163.5499,157.4101,162.52,1014751,42125,161.11527,32.03,34.48,31.88,33.47,57990407,341495,33.336222,723.86,729.9,714.34,717.17,16727853,360872,720.254838,28.95,29.07,27.749,27.85,1186116,14088,28.184151,48.45,53.2,48.22,50.63,25659548.0,214661.0,50.789501,10.11,10.1699,9.86,9.88,5786858.0,32137.0,9.949502,25.0,25.1,24.31,24.9,52390612.0,247669.0,24.807572,6.06,6.1475,6.04,6.12,13804907,30391,6.100567,25.27,26.295,25.05,25.37,21417831.0,152098.0,25.616497
161.0,169.8799,159.1601,163.93,1574680,52994,164.743241,33.85,36.18,32.71,35.69,86738170,519427,35.078994,706.0,709.5,676.4,686.17,23087999,624688,687.409672,27.7,28.409,27.25,27.52,1352717,15613,27.73469,49.27,49.79,47.0,47.19,12046346.0,132895.0,48.029428,9.8,9.89,9.56,9.67,7508892.0,41812.0,9.723402,24.9,24.9,23.77,24.5,46148549.0,226616.0,24.318167,6.03,6.07,6.02,6.07,11374986,25853,6.043181,25.55,26.58,25.22,25.33,17849912.0,120527.0,25.727701
161.19,169.48,161.1,163.55,1215931,41981,164.746765,34.99,38.7762,34.59,37.16,86855320,531958,37.146063,672.59,674.58,648.84,665.71,23708898,619728,661.522171,27.05,27.27,26.12,26.54,2236067,23916,26.54472,47.3,48.85,46.01,46.67,9160044.0,88905.0,47.304305,9.6,9.87,9.48,9.67,9442651.0,47263.0,9.653381,23.9,24.59,23.74,23.97,35332284.0,159873.0,24.079412,6.03,6.06,5.9,5.94,22070421,37889,5.968571,25.0,25.67,24.55,25.24,11582797.0,90993.0,25.085417
163.9,165.6,156.75,157.05,1411825,50203,159.446738,37.11,38.7,36.49,36.55,57916423,374774,37.337425,670.17,695.77,669.35,688.99,20330218,485034,687.231481,26.52,26.88,25.95,26.02,1468629,16650,26.319131,48.05,52.06,47.2,49.8,24407317.0,191620.0,49.322148,9.8,10.33,9.72,10.08,9789253.0,45034.0,10.095169,24.0,25.94,23.68,25.28,92010786.0,362087.0,25.27729,5.98,6.02,5.95,5.95,14948228,27661,5.984618,25.25,25.98,24.62,25.25,11747114.0,82734.0,25.231014
156.77,157.9899,150.78,152.9,1195047,48297,154.153199,36.66,36.78,33.33,33.82,47905242,349025,34.628272,678.21,686.55,667.59,673.47,14295797,343979,676.695089,25.68,26.11,25.22,25.89,1725831,20029,25.738002,45.0,46.88,44.135,44.69,18515952.0,204334.0,45.363536,9.88,9.98,9.53,9.56,7841654.0,37815.0,9.702062,25.04,25.64,24.14,24.16,67583413.0,264994.0,24.924095,5.82,5.91,5.78,5.89,24202496,31176,5.860055,25.4,25.678,24.11,24.25,11134183.0,81610.0,24.758474
153.96,160.09,153.24,159.3,1154653,43107,157.16613,33.89,34.6,32.2,34.41,55423687,358887,33.479943,682.85,692.1299,673.7,680.26,14944925,335152,680.062514,25.86,26.8,25.78,26.58,1786477,16461,26.380977,45.0,45.56,42.44,42.64,11761214.0,132682.0,43.437995,9.56,9.81,9.48,9.63,5342487.0,28824.0,9.687838,24.2,24.48,23.66,24.01,52033056.0,200799.0,23.983277,5.88,5.94,5.87,5.9,12265626,23322,5.904454,24.05,24.77,23.99,24.53,9057316.0,76777.0,24.389397
162.38,167.29,159.55,164.89,1343028,49861,164.150955,35.0,37.93,34.4,36.78,75314647,570716,36.599997,685.0,712.1299,680.7505,706.3,20257206,461064,703.086492,26.77,27.62,26.25,27.38,2182343,23630,26.967334,44.05,46.85,43.32,45.29,15664716.0,135276.0,44.959426,9.72,10.24,9.67,10.14,8709250.0,45468.0,10.061503,24.0,24.93,23.9,24.82,35697707.0,155746.0,24.606993,5.94,6.05,5.94,6.02,19336933,31824,6.009845,24.6,25.82,24.53,25.44,10897505.0,82832.0,25.271234
166.0,225.0,165.15,210.29,14651571,318724,199.741574,37.15,48.2,36.35,44.26,228486425,1675272,41.764852,710.66,715.22,702.64,708.49,13082432,309462,708.22444,27.57,29.12,27.55,28.61,3897427,33780,28.556483,46.46,50.24,46.0,49.38,17121953.0,135009.0,48.133645,10.14,11.34,10.13,11.1,24435324.0,102718.0,10.865654,24.95,25.35,24.76,25.1,37229066.0,153211.0,25.142653,6.02,6.09,5.99,6.05,17137725,31953,6.032231,25.71,26.65,25.43,26.48,12709954.0,86164.0,26.090972
206.65,227.0,193.0,199.65,12860903,242997,207.89749,44.61,48.3,43.17,43.96,209264899,1650921,45.517231,706.73,716.97,704.0,711.2,12643343,292629,711.752407,28.77,29.23,27.87,28.75,2663086,23628,28.77153,48.16,50.99,47.5,48.98,10831070.0,96564.0,48.897421,11.12,11.68,10.66,10.74,26336592.0,120065.0,11.135695,25.12,25.19,24.07,24.35,54677072.0,222443.0,24.569193,6.05,6.08,6.02,6.03,11193078,24985,6.049909,26.7,27.04,25.7519,26.26,10423487.0,74404.0,26.4066
200.69,217.0,199.0,205.22,6238642,130158,207.903446,42.76,44.78,40.07,40.31,109699382,721454,42.507249,708.4,715.4,697.6201,701.16,13199113,320793,705.546294,29.3,30.1386,27.86,28.01,3123157,27956,28.645859,48.0,49.8499,46.4,46.86,7218457.0,64031.0,47.971484,10.73,11.18,10.56,10.81,13356390.0,62480.0,10.909168,24.4,25.41,24.36,24.87,46171605.0,200642.0,25.0155,6.06,6.1,5.99,5.99,15140871,23780,6.045326,26.1,26.708,25.2,25.45,10120770.0,68583.0,25.836936
207.7,212.9999,200.02,204.95,3230769,80362,205.436885,40.09,41.58,39.39,40.84,72495932,490985,40.568673,705.41,715.0,702.1001,711.92,13820033,318079,710.593659,27.92,28.8,27.74,28.33,2176680,14321,28.359629,46.67,48.1,46.14,46.87,6056805.0,57922.0,47.051766,10.81,11.4,10.8,11.3,12688960.0,54419.0,11.155423,25.05,26.09,24.91,25.71,52232486.0,217799.0,25.738748,5.97,6.06,5.97,6.03,14299096,24879,6.019653,25.55,26.38,25.2152,26.05,8575751.0,60354.0,26.011086
205.0,218.19,203.02,209.2,3309574,91158,211.942999,41.8,45.71,41.28,43.33,108366576,811140,43.887487,714.51,731.0,712.73,730.91,18621884,468531,725.158195,28.38,28.95,28.1,28.44,1381980,13180,28.468177,46.3,46.6,42.56,43.64,12363627.0,129749.0,44.47637,11.31,11.52,10.91,11.21,10341696.0,49357.0,11.240782,25.69,26.6,25.62,25.76,44136665.0,194750.0,26.150167,6.04,6.09,6.02,6.04,12747235,26273,6.055099,25.97,26.19,24.62,24.88,12911596.0,101528.0,25.108293
212.7,222.3,211.46,218.24,3572309,90383,217.494412,44.25,47.16,44.05,47.13,127649392,673786,46.166987,733.0,740.39,726.44,735.72,20817561,421184,734.681557,28.09,28.2114,27.39,27.54,2054094,18827,27.670776,42.01,44.5,41.51,44.32,8846920.0,94612.0,43.478075,11.22,11.54,11.111,11.41,8772364.0,38391.0,11.362283,25.84,26.36,25.66,26.34,93147704.0,186475.0,26.250348,6.03,6.03,5.95,5.96,16860397,24716,5.978405,25.95,27.86,25.75,27.11,28425596.0,186061.0,27.036029
224.0,231.439,208.02,212.97,4453630,111442,218.91676,46.85,47.85,43.05,43.69,82768382,606741,45.322533,734.0,741.99,731.2701,734.09,13211735,322313,736.580018,27.53,27.88,26.71,27.74,2092090,19216,27.533707,43.76,47.12,43.7,44.57,11012088.0,94618.0,45.222224,11.42,12.0121,11.41,11.68,14298755.0,67246.0,11.792067,26.45,26.51,26.03,26.2,34401386.0,154932.0,26.214655,5.99,6.02,5.95,5.95,11895316,23131,5.98775,27.08,27.33,26.65,26.79,11591004.0,85957.0,26.95887
213.86,214.8,206.3,213.52,1855402,52014,211.739034,43.95,44.9,42.37,44.38,67944369,465339,43.917215,734.88,740.97,730.54,732.39,12790674,310187,735.433373,27.25,28.155,27.16,27.7,1150813,12826,27.689586,44.98,45.7999,44.2,44.49,4099029.0,45352.0,44.91938,11.73,11.84,11.07,11.25,8590562.0,40282.0,11.35057,26.2,26.87,26.09,26.51,38500092.0,156178.0,26.571635,6.03,6.07,6.01,6.06,13777269,26542,6.047058,26.04,28.77,24.85,25.99,39792005.0,245422.0,26.651691
212.05,216.27,198.84,202.75,2664004,82586,206.13204,43.5,44.8,42.47,44.02,52207111,373500,43.718894,732.14,734.0,724.2,733.57,15268795,356869,729.368987,27.7,27.73,26.9127,27.02,1837841,17286,27.18986,44.79,44.88,43.15,43.35,4676568.0,57371.0,43.816625,11.22,11.44,11.01,11.07,4787960.0,27817.0,11.17452,26.49,26.75,26.22,26.64,26651462.0,119036.0,26.59485,6.04,6.05,6.02,6.04,9899627,19341,6.038434,25.33,25.5399,23.8201,24.28,31183247.0,228218.0,24.403827
206.25,209.9,196.1,199.0,2500857,88156,201.867269,45.03,47.93,44.88,47.83,102128611,810114,46.778724,740.0,760.2,739.26,752.92,20036814,499392,752.705285,26.5,26.62,25.08,25.19,5131443,48387,25.527305,43.33,43.39,41.75,42.13,6179212.0,77057.0,42.488225,11.1,11.22,10.76,10.83,7675132.0,39176.0,10.946879,26.88,26.88,26.2701,26.7,35823254.0,164424.0,26.551365,6.0,6.04,5.98,5.98,15367285,27183,6.010031,24.21,24.9499,23.82,24.61,13753808.0,100178.0,24.451539
202.29,206.88,190.6758,198.8,5142175,133387,196.264449,47.0,49.4,45.73,47.4,97048253,635871,47.450453,761.43,764.45,740.7733,753.87,18696085,447048,752.566551,25.19,25.3,23.72,24.27,6492727,51048,24.341647,42.0,42.21,39.81,40.05,7810490.0,92640.0,40.573581,10.75,10.84,10.38,10.39,6620671.0,35277.0,10.52653,26.59,26.61,24.96,25.58,54253433.0,237324.0,25.556054,5.98,6.0,5.89,5.89,15208120,25591,5.924696,24.65,26.005,24.55,25.45,16365234.0,110156.0,25.38842
180.0,202.0,178.0,199.18,7510239,171083,190.083849,46.16,49.0,45.36,48.52,85954172,548295,47.336615,753.41,762.1,751.6301,754.86,14074408,331890,756.803151,24.37,25.77,24.13,25.33,3218526,29544,25.188085,40.5,42.54,40.3813,41.28,6981913.0,58394.0,41.391058,10.4,11.125,10.35,10.73,9318657.0,43937.0,10.823682,25.45,26.24,25.29,26.13,34187286.0,144234.0,25.975937,5.88,5.98,5.88,5.91,17186438,26948,5.918397,25.38,25.78,24.65,25.68,10329302.0,73455.0,25.3944
198.41,202.16,190.0,190.41,3040528,88948,194.870182,49.14,51.7,48.95,50.16,90130833,752100,50.678173,759.56,762.61,734.5201,736.27,15180363,380795,749.703808,25.41,25.64,24.305,24.44,2434269,26439,24.71939,41.5,42.52,40.72,41.17,5518291.0,48903.0,41.498626,10.75,10.86,10.37,10.42,4940099.0,25842.0,10.572673,26.18,26.73,26.17,26.28,37281670.0,158052.0,26.465873,5.93,5.97,5.82,5.83,23732309,32448,5.905836,25.71,26.83,24.93,25.16,9943900.0,74380.0,25.381884
193.75,208.88,191.5,203.4,4332227,111741,200.85683,51.82,52.79,50.35,51.69,75097487,544536,51.694693,740.07,744.78,708.85,743.0,22940244,505741,728.541134,24.45,24.638,23.88,24.21,2451701,28117,24.268498,41.09,41.3899,39.8,40.6,4308948.0,53411.0,40.329162,10.4,10.75,10.26,10.47,6336124.0,32267.0,10.486286,26.15,26.239,25.03,25.83,42359458.0,189058.0,25.600176,5.85,5.85,5.73,5.76,25978251,43511,5.792469,24.45,24.87,23.58,24.26,12593532.0,100186.0,24.276012
200.65,204.62,195.0,199.24,2141487,64327,200.571286,50.9,51.5513,46.96,47.3,65844354,524480,49.249676,742.84,754.47,736.4,744.49,18555216,391144,745.714189,24.21,24.225,23.33,23.83,2300910,22402,23.694514,41.0,41.0,39.23,40.02,4297704.0,52540.0,39.925931,10.47,10.49,9.935,10.04,7088537.0,35910.0,10.151198,26.0,26.7,25.9,26.26,34561502.0,149683.0,26.360032,5.81,5.82,5.735,5.76,16814262,30045,5.768276,23.99,25.145,23.82,24.0,10878927.0,83204.0,24.358009
197.0,204.87,193.751,204.52,2309780,64645,201.103902,46.53,47.74,43.77,46.84,76208085,587052,45.807031,745.0,756.86,738.36,755.83,15352682,351113,748.883832,23.73,24.27,23.31,24.01,1860181,17328,23.981089,40.2,41.94,39.83,41.87,5835629.0,56079.0,40.979182,10.04,10.1499,9.9,10.13,5363719.0,27118.0,10.015837,26.3,27.15,26.03,27.08,49555120.0,187024.0,26.823741,5.69,5.69,5.58,5.61,25032710,40029,5.61623,24.22,24.22,23.063,23.91,12379508.0,79124.0,23.677959
202.71,216.55,201.15,206.37,3058175,83021,209.540912,46.48,48.69,45.95,46.04,57583000,375992,47.316769,752.83,758.91,747.61,756.99,13919203,289874,753.246768,24.0,24.4653,23.4,23.46,1986444,20427,23.926351,41.62,42.43,40.91,41.95,4206060.0,41004.0,41.762635,10.16,10.17,9.955,10.16,6175241.0,28965.0,10.06371,27.2,28.79,27.02,28.63,109984647.0,418697.0,28.253619,5.6,5.65,5.58,5.62,20816871,32510,5.617771,24.28,24.8,24.0,24.49,11828359.0,75101.0,24.529123
208.02,212.49,200.78,204.97,3949830,65499,205.418482,46.03,46.38,44.2,44.2,68717776,370815,44.873286,756.95,761.04,750.0,759.49,28191962,382649,757.463463,23.63,24.45,23.57,24.14,4651325,24463,24.091963,41.92,42.9012,41.9,42.38,5023550.0,44213.0,42.476496,10.06,10.22,9.92,10.03,10468697.0,39893.0,10.050551,28.65,29.29,28.07,28.71,182164867.0,413514.0,28.758288,5.55,5.57,5.47,5.5,21785201,31993,5.50643,24.6,26.44,24.58,26.42,22988192.0,110802.0,25.898895
200.0,202.8499,184.55,192.2,3940654,100080,193.151851,42.0,43.3286,38.53,40.29,70782002,516879,40.816713,734.13,742.0,718.6249,730.17,24838933,553246,729.818872,23.6,24.25,23.23,23.62,2295009,22089,23.646943,40.62,41.56,40.0301,40.7,4435713.0,52057.0,40.676439,9.75,9.79,9.24,9.43,12475322.0,60296.0,9.49558,27.71,28.0999,26.06,26.55,89377424.0,374919.0,27.143806,5.31,5.44,5.27,5.35,37411882,50804,5.343148,25.43,26.03,24.275,24.75,13180266.0,91820.0,25.030408
199.36,199.36,186.0,189.95,2633473,60827,190.875614,41.09,41.49,37.65,38.82,64687547,412672,39.061776,735.0,744.7399,730.44,739.38,16325386,314158,739.41859,23.61,23.77,23.04,23.12,1815174,17857,23.335986,41.0,42.69,40.7938,42.29,5981625.0,53658.0,41.973792,9.51,9.6,9.26,9.37,8769068.0,43880.0,9.411709,26.89,27.149,26.08,26.62,50921055.0,191200.0,26.608093,5.46,5.48,5.36,5.39,26756594,31972,5.407171,25.0,25.57,24.7001,25.19,8176578.0,56518.0,25.21414
189.64,193.5,186.29,190.14,2253370,46264,191.070572,38.5,40.57,37.74,40.08,52390615,314745,39.690846,743.43,753.6699,739.12,751.94,15088421,318119,747.914508,23.39,24.09,23.05,23.47,1731773,18668,23.664367,42.8,46.94,42.76,46.88,14607452.0,123530.0,44.729914,9.48,9.79,9.41,9.56,14257215.0,61418.0,9.810586,26.61,27.77,26.5822,27.43,44269332.0,186346.0,27.415755,5.48,5.62,5.48,5.56,27050366,40232,5.557682,25.29,25.835,25.1,25.53,6039841.0,46609.0,25.528818
192.33,195.75,190.6,191.24,1682175,42804,193.080118,41.0,41.85,39.85,39.98,41264068,272987,40.764575,755.0,758.2,747.92,753.64,11922183,285583,753.391826,23.66,24.35,23.35,23.46,1894239,17095,23.80435,45.99,47.84,44.71,45.94,12129230.0,97956.0,46.465319,10.07,11.05,9.96,10.6,40677362.0,150684.0,10.712212,27.79,29.19,27.67,28.77,60011340.0,261431.0,28.664538,5.57,5.62,5.5501,5.58,16789552,24037,5.593464,25.75,25.97,25.32,25.85,6587338.0,46239.0,25.7207
191.0,191.7153,184.11,185.16,1685659,56123,187.065491,39.94,40.52,39.25,40.01,32554086,255688,39.934535,745.89,774.8,744.56,774.39,21462293,471088,763.25386,23.17,23.36,22.33,22.95,4305882,27002,23.026748,44.7,46.55,44.35,44.91,6057085.0,55101.0,45.270085,10.48,10.53,10.142,10.38,10570448.0,48579.0,10.370046,28.33,28.76,27.9014,28.56,40299780.0,164634.0,28.408076,5.52,5.62,5.5,5.58,12200016,22535,5.567791,25.85,25.8925,24.81,25.04,7886924.0,56358.0,25.184931
185.92,192.05,185.87,189.48,1463136,46448,188.838192,40.12,40.63,39.21,39.3,31164283,291116,39.849008,773.42,799.0,769.31,791.36,28034298,605245,786.951379,22.9,24.47,22.81,23.77,4588586,34354,23.748601,44.98,45.91,43.95,44.76,4019977.0,42320.0,44.942064,10.32,10.35,9.96,10.14,8989858.0,42237.0,10.151825,28.26,28.38,27.23,27.47,44038562.0,188544.0,27.547251,5.6,5.66,5.59,5.63,12443577,21380,5.630624,25.2,25.59,24.431,25.0,7665768.0,50308.0,25.102126
188.0,190.8099,178.0,178.6,1768867,62502,183.184956,39.03,39.13,36.88,36.99,39495148,379122,37.751301,787.28,795.64,766.1801,777.56,25359698,535646,780.700487,23.23,23.77,22.58,22.87,4241445,34190,23.059854,43.92,45.96,42.51,44.62,5791010.0,49088.0,44.305371,10.0,10.08,9.77,9.79,8732163.0,42156.0,9.888507,27.02,27.13,25.21,25.34,64125752.0,313011.0,25.788695,5.59,5.63,5.43,5.43,26196381,34823,5.499704,24.92,24.94,22.87,23.39,16456566.0,134061.0,23.546732
180.09,184.48,174.61,175.92,1897969,57704,178.339632,37.22,38.26,35.37,35.54,42994722,382454,36.623721,779.8,793.5,770.68,781.31,20890904,416124,782.390721,22.98,23.48,22.14,22.2,5130526,36108,22.575299,44.17,45.4625,43.1,43.13,4593919.0,39207.0,44.319742,9.84,9.925,9.56,9.6,6489829.0,29514.0,9.710048,25.6,25.7,24.42,24.52,46072243.0,219088.0,24.938008,5.46,5.5,5.38,5.43,17217736,22505,5.439295,23.54,23.73,22.53,22.56,11275681.0,85993.0,23.304561
175.0,185.4499,166.79,175.47,3171550,95867,173.887667,35.11,41.78,33.74,38.06,102747993,693095,37.344536,780.0,789.1305,775.0,775.48,17867446,361432,782.120009,16.0,18.0,15.7,17.275,52917077,273191,16.862032,43.01,43.13,41.41,42.08,3534224.0,37568.0,42.178321,9.6,9.9775,9.47,9.73,9528002.0,44575.0,9.671415,24.64,25.05,23.88,24.04,59310801.0,257777.0,24.280004,5.48,5.5,5.43,5.45,14543237,23852,5.46247,24.16,26.5,23.9131,25.3,46597835.0,261386.0,25.412269
179.4,179.49,172.25,176.91,1548348,50275,176.246385,39.18,40.13,37.75,38.46,65897733,486259,38.894225,778.4,780.78,763.59,775.22,17023634,363954,772.146796,17.37,17.49,16.5,16.58,13157586,83541,16.770665,42.13,42.78,41.12,41.9,2654835.0,28192.0,41.887326,9.8,9.91,9.58,9.7,5291750.0,25218.0,9.714422,24.2,24.36,23.72,24.33,32738627.0,149850.0,24.120792,5.5,5.51,5.39,5.46,35198249,31419,5.442383,25.2,25.5199,23.49,23.83,16864501.0,121919.0,24.065913
175.95,176.95,170.771,171.36,1192800,46142,173.382588,38.85,39.03,36.33,36.77,39893969,330102,37.236245,796.35,806.9699,776.12,781.53,30434636,639254,790.545734,16.25,16.8,15.62,15.7,8850882,60158,16.070405,41.74,41.8123,40.25,40.93,2645995.0,34465.0,40.894181,9.65,9.72,9.35,9.6,9716011.0,43129.0,9.538286,24.0,24.05,23.02,23.17,46610286.0,236011.0,23.259538,5.53,5.57,5.46,5.47,20769228,31630,5.504013,23.55,23.72,22.54,22.73,10843145.0,89972.0,22.828006
171.19,173.1699,166.7,172.18,1314062,43304,170.849153,36.85,38.1,36.19,37.06,37692211,283918,37.249132,783.75,797.31,774.2,780.59,18412658,401085,785.246078,15.61,15.67,14.8,15.03,12371409,76691,15.161084,41.17,42.4899,41.0509,42.01,2811462.0,29452.0,42.022734,9.63,9.83,9.5,9.52,6224252.0,29344.0,9.61716,23.21,23.88,23.07,23.21,56538024.0,232124.0,24.100712,5.59,5.68,5.57,5.66,17454270,25725,5.640088,22.75,22.88,21.96,22.53,9053940.0,66996.0,22.436068
170.06,172.96,165.81,171.07,1197691,41962,169.359007,36.35,37.65,35.64,36.83,35502179,282502,36.399,776.26,786.66,773.22,782.75,14562520,330980,780.795807,14.9,15.1975,14.23,14.42,9601017,58051,14.496025,42.0,42.65,41.7,42.06,2742977.0,26018.0,42.088932,9.4,9.45,9.1,9.36,9241884.0,41549.0,9.281742,24.77,25.01,23.35,23.58,124953810.0,501448.0,24.049346,5.63,5.67,5.54,5.65,24213972,32459,5.613815,22.53,23.31,22.31,22.98,9663892.0,66369.0,22.881217
172.0,175.2,170.5406,172.12,1159192,36998,173.061934,36.69,38.55,36.6,38.14,37689772,323828,37.845249,784.9,805.0,783.38,793.61,19182495,412102,792.139721,14.56,15.54,14.52,15.5,8532723,53363,15.174873,42.2,42.84,41.68,41.84,2918818.0,29618.0,42.155656,9.5,9.75,9.29,9.6,5518067.0,25573.0,9.575031,23.62,24.13,23.54,23.73,38856420.0,159953.0,23.824897,5.72,5.8,5.71,5.77,16932662,24662,5.761784,22.92,23.6599,22.84,23.21,6850905.0,46535.0,23.318754
172.5,175.72,171.12,172.68,817736,33000,173.346585,37.95,38.78,37.06,37.19,29631185,220702,37.964896,796.38,796.38,780.91,785.49,16726161,401025,787.125812,15.44,15.7,14.8125,14.85,5060257,35264,15.040793,41.8,42.06,41.05,41.78,3688282.0,27913.0,41.571167,9.55,9.59,9.36,9.39,4694498.0,23072.0,9.463841,23.86,24.0955,23.11,23.5,39679191.0,169765.0,23.402924,5.85,5.88,5.78,5.8,16096239,22387,5.821866,23.17,23.7383,22.88,23.12,5148330.0,39925.0,23.227357
173.32,188.49,173.0,178.1,2684879,70925,182.938311,37.0,38.66,36.2982,37.25,37345060,265260,37.59576,787.94,801.24,785.5,791.94,14183219,345728,794.879367,14.8,15.1599,14.5,14.59,5020843,34211,14.720145,41.01,42.468,41.01,42.07,3732364.0,36288.0,41.885816,9.35,9.51,9.25,9.28,6244634.0,28267.0,9.373234,23.26,23.98,23.26,23.53,23938169.0,107498.0,23.726977,5.78,5.85,5.76,5.8,12403376,19356,5.815188,23.09,23.78,23.02,23.22,4945183.0,42736.0,23.437907
180.5,181.78,173.8,175.82,1231373,40052,177.075481,37.25,37.57,36.22,36.82,25188001,205189,36.906083,800.63,812.32,796.57,805.72,21979621,498557,806.770233,14.65,14.77,14.3401,14.45,3420777,28320,14.4954,42.0,42.05,40.5,40.53,3713548.0,40803.0,41.086091,9.32,9.48,9.25,9.34,4624605.0,21845.0,9.338647,23.55,23.81,23.29,23.69,26320356.0,109493.0,23.559613,5.83,5.85,5.78,5.8,16995229,22560,5.815167,23.25,23.95,23.095,23.51,5403994.0,43467.0,23.578674
178.3,188.21,176.0,184.06,1927821,59686,183.177249,36.72,38.15,36.12,37.91,33434859,279959,37.182127,809.91,815.41,805.78,811.08,14060887,346002,809.692057,14.64,14.7357,14.1,14.44,4984060,36712,14.443014,40.68,40.83,39.86,40.52,3913388.0,40449.0,40.247068,9.59,10.17,9.59,9.81,14297439.0,57299.0,9.918339,23.83,24.31,23.79,24.13,28423901.0,118674.0,24.067402,5.85,5.89,5.8201,5.84,10713103,20197,5.850122,23.68,24.13,23.53,23.94,6333211.0,48859.0,23.894088
183.76,190.2,182.6,183.83,1675863,51060,185.526404,37.78,41.1,37.75,40.07,67675247,506377,39.947958,815.42,820.25,813.3501,818.32,12229508,303839,817.395407,14.15,14.61,13.92,14.42,5595417,32955,14.340547,40.58,41.79,40.55,40.93,3827371.0,37503.0,40.986139,9.9,10.46,9.81,10.26,14444125.0,53711.0,10.247179,24.49,24.71,24.205,24.35,26084822.0,110662.0,24.465867,5.93,5.97,5.91,5.95,13800599,26169,5.946048,24.25,24.32,23.585,24.06,12932195.0,102240.0,22.634021
184.0,186.98,180.88,183.28,1198058,39965,183.215805,40.2,41.79,39.78,40.74,46448928,334486,40.869045,824.53,843.21,822.35,843.03,18877912,453420,833.23086,14.61,14.699,13.93,13.99,4812976,32090,14.140413,41.66,41.7,40.8601,41.03,2577850.0,25240.0,41.127502,10.25,10.6,10.11,10.34,9086005.0,38956.0,10.418548,24.5,24.52,23.83,24.0,24261138.0,112557.0,24.098808,5.97,5.98,5.89,5.9,12336555,22612,5.935164,20.5,21.3198,19.87,20.01,59052797.0,370233.0,20.424493
182.94,189.87,182.5453,186.02,1586452,44309,185.967404,40.91,43.63,40.49,43.03,50019557,383923,42.493314,851.47,875.26,851.47,870.11,24136883,593621,865.07289,14.05,15.13,13.76,14.72,9357195,53084,14.689693,40.95,41.25,40.31,40.65,4016509.0,41758.0,40.696198,10.25,10.36,10.08,10.1,6024719.0,27600.0,10.192179,24.0,24.39,23.92,24.26,25357063.0,105279.0,24.219326,5.93,5.96,5.9,5.91,17970787,33772,5.927602,19.04,19.92,19.0,19.72,25075720.0,170342.0,19.441469
188.99,192.18,184.4,186.79,2069471,53793,187.829341,43.0,44.4404,40.74,40.8,52730822,428241,42.688656,877.35,877.95,862.51,864.27,17359043,477569,869.692174,14.66,14.9103,14.22,14.5,5714938,38606,14.482939,40.91,41.8,40.54,41.7,4528259.0,40224.0,41.153945,10.15,11.74,9.98,11.52,34945108.0,130324.0,11.132459,24.5,25.2,24.36,24.69,29282601.0,117472.0,24.738398,5.91,5.93,5.84,5.85,18222437,31686,5.882789,19.5,20.08,19.205,19.84,15218911.0,109112.0,19.590486
186.33,188.0,181.98,184.52,2275115,45738,185.410792,40.73,41.75,40.3,40.88,31171694,273867,41.026436,865.26,869.49,857.38,865.8,13975882,400821,864.2958,14.5,14.85,14.26,14.28,3414837,27263,14.527815,41.99,42.44,41.02,41.83,4056742.0,37236.0,41.694716,11.35,11.56,10.96,11.41,17979085.0,80583.0,11.280331,24.79,24.96,24.17,24.22,24186296.0,102773.0,24.375225,5.84,5.93,5.83,5.92,18161492,30794,5.89377,19.75,20.54,19.66,20.15,11100707.0,81868.0,20.22196
184.71,190.6999,180.6,181.71,2400393,54998,184.136911,40.93,41.94,38.8,39.24,33943886,292515,40.554511,856.5,900.0,855.5046,894.0,31437542,736743,889.043193,14.3,14.64,14.21,14.29,2906397,20600,14.360679,41.93,43.36,41.21,41.28,5394351.0,47615.0,41.9869,11.4,11.91,11.155,11.3,13180444.0,56775.0,11.466638,24.12,24.93,24.08,24.78,24022335.0,101037.0,24.669329,5.92,5.97,5.9,5.95,15077979,26749,5.932214,20.21,20.76,19.86,20.15,9971031.0,73283.0,20.222741
